Cancer	Gene	cnv	N.cells.with.cnv
CRC	WDR33	Gain	3233
CRC	WDR33	Loss	274
CRC	SAP130	Gain	3250
CRC	SAP130	Loss	274
CRC	UGGT1	Gain	3250
CRC	UGGT1	Loss	274
CRC	POTEF	Gain	2038
CRC	POTEF	Loss	272
CRC	MZT2B	Gain	1717
CRC	MZT2B	Loss	272
CRC	PTPN18	Gain	5145
CRC	PTPN18	Loss	274
CRC	FAM168B	Gain	7145
CRC	FAM168B	Loss	473
CRC	PLEKHB2	Gain	7145
CRC	PLEKHB2	Loss	473
CRC	MZT2A	Gain	6411
CRC	MZT2A	Loss	473
CRC	C2orf27A	Gain	4244
CRC	C2orf27A	Loss	199
CRC	GPR39	Gain	6938
CRC	GPR39	Loss	473
CRC	NCKAP5	Gain	6654
CRC	NCKAP5	Loss	473
CRC	MGAT5	Gain	6654
CRC	MGAT5	Loss	473
CRC	CCNT2	Gain	6654
CRC	CCNT2	Loss	473
CRC	RAB3GAP1	Gain	6654
CRC	RAB3GAP1	Loss	473
CRC	ZRANB3	Gain	6654
CRC	ZRANB3	Loss	473
CRC	R3HDM1	Gain	6654
CRC	R3HDM1	Loss	473
CRC	UBXN4	Gain	6654
CRC	UBXN4	Loss	473
CRC	DARS	Gain	6654
CRC	DARS	Loss	473
CRC	HNMT	Gain	8459
CRC	HNMT	Loss	473
CRC	AC114763.1	Gain	8459
CRC	AC114763.1	Loss	473
CRC	SPOPL	Gain	8459
CRC	SPOPL	Loss	473
CRC	LRP1B	Gain	2176
CRC	LRP1B	Loss	199
CRC	ARHGAP15	Gain	4606
CRC	ARHGAP15	Loss	201
CRC	ZEB2	Gain	4606
CRC	ZEB2	Loss	201
CRC	ACVR2A	Gain	8459
CRC	ACVR2A	Loss	473
CRC	ORC4	Gain	8459
CRC	ORC4	Loss	473
CRC	MBD5	Gain	8475
CRC	MBD5	Loss	473
CRC	EPC2	Gain	8475
CRC	EPC2	Loss	473
CRC	LYPD6B	Gain	7752
CRC	LYPD6B	Loss	473
CRC	LYPD6	Gain	7380
CRC	LYPD6	Loss	473
CRC	MMADHC	Gain	8418
CRC	MMADHC	Loss	473
CRC	RIF1	Gain	9204
CRC	RIF1	Loss	473
CRC	ARL5A	Gain	9204
CRC	ARL5A	Loss	473
CRC	STAM2	Gain	9204
CRC	STAM2	Loss	473
CRC	FMNL2	Gain	10456
CRC	FMNL2	Loss	473
CRC	PRPF40A	Gain	10456
CRC	PRPF40A	Loss	473
CRC	ARL6IP6	Gain	10456
CRC	ARL6IP6	Loss	473
CRC	KCNJ3	Gain	4571
CRC	KCNJ3	Loss	272
CRC	NR4A2	Gain	7452
CRC	NR4A2	Loss	201
CRC	GPD2	Gain	11691
CRC	GPD2	Loss	274
CRC	GALNT5	Gain	7781
CRC	GALNT5	Loss	2
CRC	ACVR1	Gain	11691
CRC	ACVR1	Loss	274
CRC	UPP2	Gain	1311
CRC	CCDC148	Gain	8932
CRC	CCDC148	Loss	272
CRC	PKP4	Gain	11691
CRC	PKP4	Loss	274
CRC	WDSUB1	Gain	11691
CRC	WDSUB1	Loss	274
CRC	BAZ2B	Gain	11691
CRC	BAZ2B	Loss	274
CRC	AC009961.1	Gain	224
CRC	AC009961.1	Loss	2
CRC	MARCH7	Gain	11691
CRC	MARCH7	Loss	274
CRC	CD302	Gain	1897
CRC	CD302	Loss	2
CRC	LY75	Gain	10413
CRC	LY75	Loss	274
CRC	PLA2R1	Gain	8073
CRC	PLA2R1	Loss	2
CRC	ITGB6	Gain	8073
CRC	ITGB6	Loss	2
CRC	TANK	Gain	12103
CRC	TANK	Loss	274
CRC	PSMD14	Gain	12103
CRC	PSMD14	Loss	274
CRC	COBLL1	Gain	12103
CRC	COBLL1	Loss	2
CRC	GALNT3	Gain	12046
CRC	GALNT3	Loss	2
CRC	TTC21B	Gain	12103
CRC	TTC21B	Loss	2
CRC	AC073050.1	Gain	539
CRC	AC073050.1	Loss	2
CRC	STK39	Gain	12103
CRC	STK39	Loss	2
CRC	CERS6	Gain	12103
CRC	CERS6	Loss	2
CRC	NOSTRIN	Gain	8193
CRC	NOSTRIN	Loss	2
CRC	SPC25	Gain	9354
CRC	SPC25	Loss	2
CRC	LRP2	Gain	321
CRC	BBS5	Gain	4161
CRC	FASTKD1	Gain	12103
CRC	FASTKD1	Loss	2
CRC	PPIG	Gain	12103
CRC	PPIG	Loss	2
CRC	KLHL23	Gain	12046
CRC	KLHL23	Loss	2
CRC	METTL5	Gain	10109
CRC	METTL5	Loss	2
CRC	UBR3	Gain	12103
CRC	UBR3	Loss	2
CRC	AC007405.1	Gain	8404
CRC	GAD1	Gain	5363
CRC	GORASP2	Gain	12103
CRC	GORASP2	Loss	2
CRC	TLK1	Gain	12103
CRC	TLK1	Loss	2
CRC	METTL8	Gain	12103
CRC	METTL8	Loss	2
CRC	DCAF17	Gain	12103
CRC	DCAF17	Loss	2
CRC	DYNC1I2	Gain	12103
CRC	DYNC1I2	Loss	2
CRC	SLC25A12	Gain	12103
CRC	SLC25A12	Loss	2
CRC	HAT1	Gain	12103
CRC	HAT1	Loss	2
CRC	ITGA6	Gain	12103
CRC	ITGA6	Loss	2
CRC	RAPGEF4	Gain	11564
CRC	MAP3K20	Gain	12103
CRC	MAP3K20	Loss	2
CRC	SP3	Gain	12103
CRC	SP3	Loss	2
CRC	OLA1	Gain	12103
CRC	OLA1	Loss	16
CRC	CIR1	Gain	12103
CRC	CIR1	Loss	16
CRC	SCRN3	Gain	10424
CRC	SCRN3	Loss	2
CRC	ATF2	Gain	9760
CRC	ATF2	Loss	16
CRC	LNPK	Gain	8660
CRC	LNPK	Loss	16
CRC	MTX2	Gain	8660
CRC	MTX2	Loss	16
CRC	LINC01117	Gain	4571
CRC	HNRNPA3	Gain	8660
CRC	HNRNPA3	Loss	16
CRC	AGPS	Gain	8660
CRC	AGPS	Loss	16
CRC	SESTD1	Gain	7256
CRC	SESTD1	Loss	16
CRC	CWC22	Gain	6935
CRC	CWC22	Loss	16
CRC	ITPRID2	Gain	6935
CRC	ITPRID2	Loss	16
CRC	DNAJC10	Gain	4135
CRC	DNAJC10	Loss	16
CRC	NCKAP1	Gain	4135
CRC	NCKAP1	Loss	16
CRC	LINC01473	Gain	4135
CRC	LINC01473	Loss	16
CRC	ZC3H15	Gain	3924
CRC	ZC3H15	Loss	16
CRC	ITGAV	Gain	3924
CRC	ITGAV	Loss	16
CRC	AC007319.1	Gain	3924
CRC	AC007319.1	Loss	16
CRC	COL5A2	Gain	1876
CRC	COL5A2	Loss	16
CRC	WDR75	Gain	1876
CRC	WDR75	Loss	16
CRC	ANKAR	Gain	1876
CRC	ANKAR	Loss	16
CRC	ORMDL1	Gain	1504
CRC	ORMDL1	Loss	16
CRC	PMS1	Gain	1504
CRC	PMS1	Loss	16
CRC	HIBCH	Gain	1504
CRC	HIBCH	Loss	16
CRC	INPP1	Gain	1504
CRC	INPP1	Loss	2
CRC	MFSD6	Gain	1504
CRC	MFSD6	Loss	16
CRC	GLS	Gain	1504
CRC	GLS	Loss	16
CRC	STAT1	Gain	1504
CRC	STAT1	Loss	16
CRC	MYO1B	Gain	1504
CRC	MYO1B	Loss	16
CRC	SLC39A10	Gain	1504
CRC	SLC39A10	Loss	16
CRC	DNAH7	Gain	422
CRC	DNAH7	Loss	2
CRC	GTF3C3	Gain	1504
CRC	GTF3C3	Loss	16
CRC	ANKRD44	Gain	1504
CRC	ANKRD44	Loss	16
CRC	SF3B1	Gain	1504
CRC	SF3B1	Loss	16
CRC	HSPD1	Gain	1504
CRC	HSPD1	Loss	16
CRC	HSPE1	Gain	1504
CRC	HSPE1	Loss	16
CRC	MOB4	Gain	1504
CRC	MOB4	Loss	16
CRC	PLCL1	Gain	1504
CRC	PLCL1	Loss	16
CRC	FTCDNL1	Gain	240
CRC	FTCDNL1	Loss	16
CRC	SPATS2L	Gain	1322
CRC	SPATS2L	Loss	16
CRC	AC012459.1	Gain	60
CRC	BZW1	Gain	1159
CRC	BZW1	Loss	16
CRC	CLK1	Gain	1159
CRC	CLK1	Loss	16
CRC	ORC2	Gain	1159
CRC	ORC2	Loss	16
CRC	FAM126B	Gain	1159
CRC	FAM126B	Loss	16
CRC	CFLAR	Gain	1159
CRC	CFLAR	Loss	16
CRC	CASP8	Gain	1159
CRC	CASP8	Loss	16
CRC	TRAK2	Gain	1159
CRC	TRAK2	Loss	2
CRC	STRADB	Gain	1159
CRC	STRADB	Loss	2
CRC	ALS2	Gain	1159
CRC	ALS2	Loss	2
CRC	SUMO1	Gain	1159
CRC	SUMO1	Loss	2
CRC	NOP58	Gain	1159
CRC	NOP58	Loss	2
CRC	BMPR2	Gain	1159
CRC	BMPR2	Loss	2
CRC	FAM117B	Gain	1159
CRC	FAM117B	Loss	2
CRC	ICA1L	Gain	77
CRC	ICA1L	Loss	2
CRC	WDR12	Gain	1159
CRC	WDR12	Loss	2
CRC	CARF	Gain	1159
CRC	CARF	Loss	2
CRC	NBEAL1	Gain	1159
CRC	NBEAL1	Loss	2
CRC	CYP20A1	Gain	1142
CRC	CYP20A1	Loss	2
CRC	ABI2	Gain	1142
CRC	ABI2	Loss	2
CRC	RAPH1	Gain	1142
CRC	RAPH1	Loss	2
CRC	PARD3B	Gain	1142
CRC	PARD3B	Loss	2
CRC	INO80D	Gain	1142
CRC	INO80D	Loss	2
CRC	NDUFS1	Gain	1142
CRC	NDUFS1	Loss	2
CRC	EEF1B2	Gain	1142
CRC	EEF1B2	Loss	2
CRC	FASTKD2	Gain	1142
CRC	FASTKD2	Loss	2
CRC	KLF7	Gain	1142
CRC	KLF7	Loss	2
CRC	CREB1	Gain	1142
CRC	CREB1	Loss	2
CRC	PLEKHM3	Gain	1142
CRC	PLEKHM3	Loss	2
CRC	IDH1	Gain	1142
CRC	IDH1	Loss	2031
CRC	PIKFYVE	Gain	1142
CRC	PIKFYVE	Loss	2031
CRC	RPE	Gain	1142
CRC	RPE	Loss	2031
CRC	LANCL1	Gain	1142
CRC	LANCL1	Loss	2031
CRC	ERBB4	Gain	1082
CRC	ERBB4	Loss	2029
CRC	XRCC5	Gain	1142
CRC	XRCC5	Loss	2031
CRC	SMARCAL1	Gain	1142
CRC	SMARCAL1	Loss	2031
CRC	RPL37A	Gain	1142
CRC	RPL37A	Loss	2031
CRC	IGFBP2	Gain	1142
CRC	IGFBP2	Loss	2031
CRC	ARPC2	Gain	1142
CRC	ARPC2	Loss	2031
CRC	USP37	Gain	1142
CRC	USP37	Loss	2031
CRC	CNOT9	Gain	1142
CRC	CNOT9	Loss	2031
CRC	SGPP2	Gain	1142
CRC	SGPP2	Loss	2031
CRC	FARSB	Gain	1142
CRC	FARSB	Loss	2031
CRC	ACSL3	Gain	1142
CRC	ACSL3	Loss	2031
CRC	WDFY1	Gain	1142
CRC	WDFY1	Loss	2031
CRC	CUL3	Gain	1142
CRC	CUL3	Loss	2031
CRC	DOCK10	Gain	1142
CRC	DOCK10	Loss	2
CRC	RHBDD1	Gain	1142
CRC	RHBDD1	Loss	2031
CRC	MFF	Gain	1142
CRC	MFF	Loss	2031
CRC	AGFG1	Gain	1142
CRC	AGFG1	Loss	2031
CRC	TRIP12	Gain	1142
CRC	TRIP12	Loss	2031
CRC	SP100	Gain	1142
CRC	SP100	Loss	2031
CRC	CAB39	Gain	1353
CRC	CAB39	Loss	2031
CRC	PSMD1	Gain	1353
CRC	PSMD1	Loss	2031
CRC	ARMC9	Gain	1725
CRC	ARMC9	Loss	2031
CRC	PTMA	Gain	3632
CRC	PTMA	Loss	2031
CRC	DIS3L2	Gain	4176
CRC	DIS3L2	Loss	2031
CRC	GIGYF2	Gain	4176
CRC	GIGYF2	Loss	2031
CRC	ATG16L1	Gain	4176
CRC	ATG16L1	Loss	2031
CRC	DGKD	Gain	4176
CRC	DGKD	Loss	2031
CRC	USP40	Gain	4176
CRC	USP40	Loss	2031
CRC	SH3BP4	Gain	4176
CRC	SH3BP4	Loss	2031
CRC	AGAP1	Gain	4176
CRC	AGAP1	Loss	2031
CRC	MLPH	Gain	2825
CRC	MLPH	Loss	2
CRC	RAB17	Gain	2133
CRC	RAB17	Loss	2031
CRC	LRRFIP1	Gain	4176
CRC	LRRFIP1	Loss	2031
CRC	ILKAP	Gain	4176
CRC	ILKAP	Loss	2031
CRC	PER2	Gain	4176
CRC	PER2	Loss	2031
CRC	TRAF3IP1	Gain	4176
CRC	TRAF3IP1	Loss	2031
CRC	HDAC4	Gain	4176
CRC	HDAC4	Loss	2031
CRC	NDUFA10	Gain	4176
CRC	NDUFA10	Loss	2031
CRC	ANKMY1	Gain	4176
CRC	ANKMY1	Loss	2031
CRC	SNED1	Gain	3094
CRC	SNED1	Loss	2031
CRC	MTERF4	Gain	4176
CRC	MTERF4	Loss	2031
CRC	PPP1R7	Gain	4176
CRC	PPP1R7	Loss	2031
CRC	HDLBP	Gain	4176
CRC	HDLBP	Loss	2031
CRC	SEPTIN2	Gain	4176
CRC	SEPTIN2	Loss	2031
CRC	FARP2	Gain	4176
CRC	FARP2	Loss	2031
CRC	THAP4	Gain	2133
CRC	THAP4	Loss	2
CRC	ATG4B	Gain	4176
CRC	ATG4B	Loss	2031
CRC	ING5	Gain	4176
CRC	ING5	Loss	2031
CRC	D2HGDH	Gain	4176
CRC	D2HGDH	Loss	2031
CRC	LINC01237	Gain	2811
CRC	LINC01237	Loss	2031
CRC	PSMD13	Gain	6623
CRC	PGGHG	Gain	3433
CRC	SIGIRR	Gain	6216
CRC	RNH1	Gain	6216
CRC	PHRF1	Gain	6623
CRC	DEAF1	Gain	6623
CRC	EPS8L2	Gain	6623
CRC	RPLP2	Gain	6623
CRC	PNPLA2	Gain	3660
CRC	CRACR2B	Gain	3660
CRC	CD151	Gain	6623
CRC	AP2A2	Gain	6623
CRC	MOB2	Gain	3433
CRC	CTSD	Gain	1971
CRC	CD81	Gain	5161
CRC	KCNQ1OT1	Gain	6623
CRC	NAP1L4	Gain	6623
CRC	CARS	Gain	6623
CRC	OSBPL5	Gain	6623
CRC	ZNF195	Gain	6623
CRC	AC127526.2	Gain	6623
CRC	NUP98	Gain	6623
CRC	STIM1	Gain	6623
CRC	DNHD1	Gain	6623
CRC	PPFIBP2	Gain	6053
CRC	RIC3	Gain	695
CRC	TRIM66	Gain	6080
CRC	RPL27A	Gain	6080
CRC	ST5	Gain	6080
CRC	DENND5A	Gain	6080
CRC	TMEM41B	Gain	6080
CRC	IPO7	Gain	6080
CRC	WEE1	Gain	6080
CRC	SWAP70	Gain	6084
CRC	SBF2	Gain	6084
CRC	CTR9	Gain	8466
CRC	EIF4G2	Gain	9827
CRC	ZBED5	Gain	9827
CRC	USP47	Gain	9827
CRC	MICAL2	Gain	9827
CRC	PARVA	Gain	9827
CRC	TEAD1	Gain	9827
CRC	BTBD10	Gain	9827
CRC	FAR1	Gain	9827
CRC	COPB1	Gain	8731
CRC	PSMA1	Gain	13330
CRC	C11orf58	Gain	13330
CRC	PLEKHA7	Gain	13330
CRC	RPS13	Gain	13330
CRC	PIK3C2A	Gain	13330
CRC	NUCB2	Gain	5920
CRC	SERGEF	Gain	13330
CRC	GTF2H1	Gain	13330
CRC	TSG101	Gain	13330
CRC	UEVLD	Gain	13330
CRC	ZDHHC13	Gain	13330
CRC	NAV2	Gain	13330
CRC	PRMT3	Gain	13330
CRC	LGR4	Gain	13330
CRC	BDNF-AS	Gain	13150
CRC	METTL15	Gain	13330
CRC	DCDC1	Gain	407
CRC	DNAJC24	Gain	13330
CRC	IMMP1L	Gain	13330
CRC	ELP4	Gain	13330
CRC	AC131571.1	Gain	495
CRC	EIF3M	Gain	13330
CRC	QSER1	Gain	12984
CRC	TCP11L1	Gain	12984
CRC	CSTF3	Gain	12984
CRC	HIPK3	Gain	12984
CRC	CD59	Gain	12980
CRC	FBXO3	Gain	12984
CRC	CAPRIN1	Gain	12984
CRC	NAT10	Gain	12980
CRC	CAT	Gain	11623
CRC	EHF	Gain	11443
CRC	APIP	Gain	11619
CRC	PDHX	Gain	11623
CRC	CD44	Gain	11623
CRC	TRIM44	Gain	8503
CRC	LDLRAD3	Gain	8503
CRC	API5	Gain	8503
CRC	TTC17	Gain	8503
CRC	EXT2	Gain	8296
CRC	CRY2	Gain	7137
CRC	PHF21A	Gain	8209
CRC	MDK	Gain	199
CRC	AMBRA1	Gain	8033
CRC	ATG13	Gain	8033
CRC	ARHGAP1	Gain	8033
CRC	CKAP5	Gain	5933
CRC	C11orf49	Gain	5675
CRC	C11orf49	Loss	2029
CRC	DDB2	Gain	4680
CRC	DDB2	Loss	2029
CRC	MADD	Gain	4676
CRC	MADD	Loss	2029
CRC	CELF1	Gain	4680
CRC	CELF1	Loss	2325
CRC	FNBP4	Gain	3174
CRC	FNBP4	Loss	2325
CRC	NUP160	Gain	3174
CRC	NUP160	Loss	2325
CRC	PTPRJ	Gain	3174
CRC	PTPRJ	Loss	2325
CRC	TMX2	Gain	3174
CRC	TMX2	Loss	3504
CRC	SELENOH	Gain	3170
CRC	SELENOH	Loss	3026
CRC	CTNND1	Gain	3174
CRC	CTNND1	Loss	3504
CRC	LPXN	Gain	2975
CRC	LPXN	Loss	5552
CRC	ZFP91	Gain	2975
CRC	ZFP91	Loss	5552
CRC	AP001636.3	Gain	2
CRC	FAM111A	Gain	2975
CRC	FAM111A	Loss	478
CRC	OSBP	Gain	1934
CRC	OSBP	Loss	5552
CRC	MS4A6A	Gain	4
CRC	VPS37C	Gain	1928
CRC	VPS37C	Loss	478
CRC	DDB1	Gain	1932
CRC	DDB1	Loss	5552
CRC	CPSF7	Gain	2276
CRC	CPSF7	Loss	5552
CRC	SYT7	Gain	2272
CRC	SYT7	Loss	5552
CRC	FTH1	Gain	2276
CRC	FTH1	Loss	5819
CRC	AHNAK	Gain	2590
CRC	AHNAK	Loss	745
CRC	EEF1G	Gain	2590
CRC	EEF1G	Loss	5819
CRC	GANAB	Gain	2586
CRC	GANAB	Loss	5819
CRC	BSCL2	Gain	344
CRC	TTC9C	Gain	2272
CRC	TTC9C	Loss	267
CRC	TMEM179B	Gain	2272
CRC	TMEM179B	Loss	5341
CRC	STX5	Gain	2586
CRC	STX5	Loss	6018
CRC	PLAAT3	Gain	344
CRC	PLAAT3	Loss	944
CRC	ATL3	Gain	3497
CRC	ATL3	Loss	944
CRC	RTN3	Gain	3497
CRC	RTN3	Loss	6018
CRC	MARK2	Gain	3497
CRC	MARK2	Loss	6018
CRC	COX8A	Gain	907
CRC	COX8A	Loss	5074
CRC	MACROD1	Gain	3493
CRC	MACROD1	Loss	6018
CRC	SF1	Gain	3153
CRC	SF1	Loss	6446
CRC	VPS51	Gain	3153
CRC	VPS51	Loss	6446
CRC	FAU	Gain	3153
CRC	FAU	Loss	5968
CRC	CAPN1	Gain	3149
CRC	CAPN1	Loss	6446
CRC	DPF2	Gain	3149
CRC	DPF2	Loss	5502
CRC	SLC25A45	Gain	4
CRC	SLC25A45	Loss	466
CRC	NEAT1	Gain	3153
CRC	NEAT1	Loss	6150
CRC	MALAT1	Gain	3153
CRC	MALAT1	Loss	6150
CRC	LTBP3	Gain	1928
CRC	LTBP3	Loss	6150
CRC	CFL1	Gain	3153
CRC	CFL1	Loss	5968
CRC	MUS81	Gain	3149
CRC	MUS81	Loss	894
CRC	SF3B2	Gain	3153
CRC	SF3B2	Loss	5968
CRC	PACS1	Gain	3153
CRC	PACS1	Loss	5968
CRC	BBS1	Gain	4248
CRC	BBS1	Loss	5769
CRC	RBM14	Gain	4248
CRC	RBM14	Loss	5769
CRC	RBM4	Gain	4252
CRC	RBM4	Loss	5134
CRC	C11orf80	Gain	4252
CRC	C11orf80	Loss	5134
CRC	KDM2A	Gain	4252
CRC	KDM2A	Loss	5134
CRC	ANKRD13D	Gain	4252
CRC	ANKRD13D	Loss	5074
CRC	RAD9A	Gain	4252
CRC	RAD9A	Loss	5074
CRC	GSTP1	Gain	3934
CRC	GSTP1	Loss	2100
CRC	NDUFV1	Gain	4252
CRC	NDUFV1	Loss	7174
CRC	CHKA	Gain	4461
CRC	CHKA	Loss	7174
CRC	KMT5B	Gain	4461
CRC	KMT5B	Loss	7174
CRC	PPP6R3	Gain	4461
CRC	PPP6R3	Loss	7174
CRC	PPFIA1	Gain	4204
CRC	PPFIA1	Loss	7174
CRC	AP002336.2	Gain	4200
CRC	AP002336.2	Loss	7174
CRC	CTTN	Gain	4217
CRC	CTTN	Loss	5126
CRC	SHANK2	Gain	4221
CRC	SHANK2	Loss	4129
CRC	NADSYN1	Gain	4221
CRC	NADSYN1	Loss	2100
CRC	AP002495.1	Gain	4221
CRC	AP002495.1	Loss	4129
CRC	NUMA1	Gain	3907
CRC	NUMA1	Loss	4129
CRC	ARAP1	Gain	3907
CRC	ARAP1	Loss	4129
CRC	STARD10	Gain	3903
CRC	STARD10	Loss	2029
CRC	FCHSD2	Gain	3907
CRC	FCHSD2	Loss	4129
CRC	FAM168A	Gain	3907
CRC	FAM168A	Loss	4129
CRC	RAB6A	Gain	3907
CRC	RAB6A	Loss	4129
CRC	PAAF1	Gain	3903
CRC	PAAF1	Loss	4129
CRC	C2CD3	Gain	3907
CRC	C2CD3	Loss	4129
CRC	PPME1	Gain	2811
CRC	PPME1	Loss	4129
CRC	POLD3	Gain	2807
CRC	POLD3	Loss	4129
CRC	RNF169	Gain	2811
CRC	RNF169	Loss	4129
CRC	XRRA1	Gain	1904
CRC	XRRA1	Loss	4129
CRC	SPCS2	Gain	1904
CRC	SPCS2	Loss	4129
CRC	NEU3	Gain	1900
CRC	ARRB1	Gain	1904
CRC	ARRB1	Loss	2100
CRC	RPS3	Gain	1904
CRC	RPS3	Loss	4129
CRC	UVRAG	Gain	1904
CRC	UVRAG	Loss	4129
CRC	GVQW3	Gain	1854
CRC	EMSY	Gain	1904
CRC	EMSY	Loss	4129
CRC	ACER3	Gain	1904
CRC	ACER3	Loss	4129
CRC	PAK1	Gain	1904
CRC	PAK1	Loss	4129
CRC	CLNS1A	Gain	1904
CRC	CLNS1A	Loss	4129
CRC	RSF1	Gain	1904
CRC	RSF1	Loss	4129
CRC	AAMDC	Gain	1900
CRC	AAMDC	Loss	4129
CRC	INTS4	Gain	1904
CRC	INTS4	Loss	4129
CRC	NARS2	Gain	1904
CRC	NARS2	Loss	4129
CRC	TENM4	Gain	801
CRC	MIR4300HG	Gain	755
CRC	RAB30	Gain	805
CRC	RAB30	Loss	2029
CRC	RAB30-DT	Gain	1904
CRC	RAB30-DT	Loss	4129
CRC	PCF11	Gain	1904
CRC	PCF11	Loss	4129
CRC	AP000873.2	Gain	1900
CRC	AP000873.2	Loss	4129
CRC	ANKRD42	Gain	1900
CRC	DLG2	Gain	1904
CRC	DLG2	Loss	4129
CRC	CREBZF	Gain	1900
CRC	CREBZF	Loss	4133
CRC	SYTL2	Gain	1900
CRC	SYTL2	Loss	4133
CRC	PICALM	Gain	1900
CRC	PICALM	Loss	4133
CRC	EED	Gain	1900
CRC	EED	Loss	2033
CRC	HIKESHI	Gain	1900
CRC	HIKESHI	Loss	4133
CRC	ME3	Gain	1900
CRC	ME3	Loss	2100
CRC	TMEM135	Gain	1900
CRC	TMEM135	Loss	2104
CRC	SLC36A4	Gain	1900
CRC	SLC36A4	Loss	2104
CRC	CEP295	Gain	1900
CRC	CEP295	Loss	2104
CRC	TAF1D	Gain	1900
CRC	TAF1D	Loss	2104
CRC	C11orf54	Gain	1900
CRC	C11orf54	Loss	2104
CRC	MED17	Gain	1900
CRC	MED17	Loss	2104
CRC	MRE11	Gain	1900
CRC	MRE11	Loss	2104
CRC	ANKRD49	Gain	1900
CRC	ANKRD49	Loss	2104
CRC	AP000787.1	Gain	801
CRC	SESN3	Gain	1900
CRC	SESN3	Loss	2104
CRC	FAM76B	Gain	1900
CRC	FAM76B	Loss	2104
CRC	CEP57	Gain	1900
CRC	CEP57	Loss	2104
CRC	MAML2	Gain	1900
CRC	MAML2	Loss	2104
CRC	ARHGAP42	Gain	1900
CRC	ARHGAP42	Loss	2104
CRC	CEP126	Gain	801
CRC	CEP126	Loss	2100
CRC	BIRC2	Gain	1900
CRC	BIRC2	Loss	288
CRC	DCUN1D5	Gain	1900
CRC	DCUN1D5	Loss	743
CRC	DYNC2H1	Gain	1900
CRC	DYNC2H1	Loss	4
CRC	CASP4	Gain	1900
CRC	CASP4	Loss	1082
CRC	AASDHPPT	Gain	1900
CRC	CWF19L2	Gain	1691
CRC	CWF19L2	Loss	1332
CRC	ALKBH8	Gain	1691
CRC	CUL5	Gain	1691
CRC	CUL5	Loss	1332
CRC	ACAT1	Gain	1691
CRC	ACAT1	Loss	1082
CRC	NPAT	Gain	1611
CRC	NPAT	Loss	1332
CRC	ATM	Gain	1611
CRC	ATM	Loss	1704
CRC	C11orf65	Gain	1611
CRC	C11orf65	Loss	626
CRC	DDX10	Gain	512
CRC	DDX10	Loss	2059
CRC	RDX	Gain	512
CRC	RDX	Loss	2059
CRC	ZC3H12C	Gain	512
CRC	ZC3H12C	Loss	2291
CRC	SIK2	Gain	512
CRC	SIK2	Loss	2291
CRC	DIXDC1	Gain	512
CRC	DIXDC1	Loss	1328
CRC	PTS	Gain	512
CRC	PTS	Loss	2291
CRC	NCAM1	Gain	466
CRC	TTC12	Gain	512
CRC	TTC12	Loss	2287
CRC	ZBTB16	Gain	512
CRC	ZBTB16	Loss	2291
CRC	CADM1	Gain	512
CRC	CADM1	Loss	2291
CRC	SIK3	Gain	721
CRC	SIK3	Loss	2291
CRC	PAFAH1B2	Gain	721
CRC	PAFAH1B2	Loss	2291
CRC	PCSK7	Gain	721
CRC	PCSK7	Loss	2686
CRC	RNF214	Gain	721
CRC	RNF214	Loss	2682
CRC	CEP164	Gain	721
CRC	CEP164	Loss	2686
CRC	UBE4A	Gain	721
CRC	UBE4A	Loss	3373
CRC	ATP5MG	Gain	721
CRC	ATP5MG	Loss	3369
CRC	KMT2A	Gain	721
CRC	KMT2A	Loss	3373
CRC	IFT46	Gain	675
CRC	ARCN1	Gain	721
CRC	ARCN1	Loss	3369
CRC	DDX6	Gain	721
CRC	DDX6	Loss	3373
CRC	CCDC84	Gain	721
CRC	CCDC84	Loss	3801
CRC	RPS25	Gain	721
CRC	RPS25	Loss	3801
CRC	ARHGEF12	Gain	1553
CRC	ARHGEF12	Loss	3801
CRC	TBCEL	Gain	1553
CRC	TBCEL	Loss	3801
CRC	SORL1	Gain	1553
CRC	SORL1	Loss	3801
CRC	JHY	Gain	675
CRC	TBRG1	Gain	1553
CRC	TBRG1	Loss	3801
CRC	MSANTD2	Gain	1553
CRC	MSANTD2	Loss	3801
CRC	KIRREL3	Gain	675
CRC	ARHGAP32	Gain	2649
CRC	ARHGAP32	Loss	3517
CRC	PRDM10	Gain	2649
CRC	PRDM10	Loss	3513
CRC	APLP2	Gain	2649
CRC	APLP2	Loss	3517
CRC	ST14	Gain	2649
CRC	ST14	Loss	3513
CRC	ZBTB44	Gain	2649
CRC	ZBTB44	Loss	3517
CRC	SNX19	Gain	2649
CRC	SNX19	Loss	3517
CRC	NTM	Gain	721
CRC	NTM	Loss	3513
CRC	NCAPD3	Gain	2649
CRC	NCAPD3	Loss	3517
CRC	VPS26B	Gain	2649
CRC	VPS26B	Loss	2304
CRC	AP004608.1	Gain	2649
CRC	VPS53	Gain	1870
CRC	VPS53	Loss	10421
CRC	ABR	Gain	1870
CRC	ABR	Loss	10421
CRC	YWHAE	Gain	1870
CRC	YWHAE	Loss	10764
CRC	CRK	Gain	1870
CRC	CRK	Loss	10764
CRC	MYO1C	Gain	1870
CRC	MYO1C	Loss	7719
CRC	PITPNA	Gain	1870
CRC	PITPNA	Loss	10764
CRC	SLC43A2	Gain	1870
CRC	SLC43A2	Loss	8015
CRC	PRPF8	Gain	1870
CRC	PRPF8	Loss	11242
