Cancer	Gene	cnv	N.cells.with.cnv
SKCM	AC113383.1	Loss	541
SKCM	HKDC1	Loss	1094
SKCM	EBF3	Loss	541
SKCM	ENO2	Loss	291
SKCM	TMEM19	Gain	587
SKCM	LINC01748	Gain	2172
SKCM	LINC01748	Loss	1514
SKCM	SLC16A4	Gain	706
SKCM	SLC16A4	Loss	122
SKCM	IGSF11	Gain	8328
SKCM	TM4SF19	Gain	5
SKCM	TM4SF19	Loss	945
SKCM	AC096564.1	Gain	2225
SKCM	AC096564.1	Loss	7767
SKCM	CYP19A1	Gain	1357
SKCM	PIF1	Loss	773
SKCM	STRA6	Gain	79
SKCM	STRA6	Loss	227
SKCM	GNLY	Gain	191
SKCM	SCN3A	Gain	18
SKCM	AC006460.2	Gain	423
SKCM	AC006460.2	Loss	165
SKCM	FEZ1	Gain	773
SKCM	KIZ-AS1	Gain	256
SKCM	BAALC	Gain	2670
SKCM	NKAIN2	Loss	439
SKCM	AC024084.1	Gain	2101
SKCM	OLFML2A	Loss	227
SKCM	RADX	Gain	158
SKCM	FRMD6-AS2	Gain	415
SKCM	DSG1	Gain	298
SKCM	AC022031.2	Gain	1305
SKCM	EHD2	Gain	627
SKCM	PLEKHA4	Gain	1493
SKCM	ETFB	Gain	627
SKCM	AVPI1	Gain	158
SKCM	AVPI1	Loss	7392
SKCM	PYROXD2	Gain	547
SKCM	PYROXD2	Loss	439
SKCM	COL17A1	Loss	298
SKCM	LPAR5	Gain	18
SKCM	AC138123.1	Gain	2111
SKCM	AC138123.1	Loss	541
SKCM	DDX54	Loss	79
SKCM	GPR153	Gain	1166
SKCM	TBC1D10A	Gain	6298
SKCM	AL022311.1	Gain	7220
SKCM	LINC01967	Gain	835
SKCM	SEMA3B	Gain	547
SKCM	SEMA3B	Loss	706
SKCM	CXCL8	Loss	65
SKCM	CXCL3	Loss	65
SKCM	CFI	Gain	2675
SKCM	CFI	Loss	1385
SKCM	AC096711.2	Loss	547
SKCM	RXFP1	Loss	121
SKCM	SCN1A-AS1	Gain	679
SKCM	HOXD3	Gain	930
SKCM	HOXD3	Loss	165
SKCM	LINC01116	Gain	679
SKCM	CPS1	Gain	1706
SKCM	CPS1	Loss	75
SKCM	LRP4	Gain	496
SKCM	LRP4	Loss	1514
SKCM	FZD4	Gain	79
SKCM	PKNOX2	Gain	1188
SKCM	PKNOX2	Loss	12208
SKCM	AXIN2	Gain	3068
SKCM	MRPL58	Gain	6061
SKCM	KCTD2	Gain	7366
SKCM	SALL4	Gain	247
SKCM	TMEM71	Gain	176
SKCM	PPP1R18	Gain	165
SKCM	SCIN	Gain	1035
SKCM	HOXA3	Gain	730
SKCM	ZKSCAN5	Gain	1973
SKCM	IL33	Gain	341
SKCM	IL33	Loss	730
SKCM	AL135878.1	Gain	415
SKCM	GEMIN2	Gain	6061
SKCM	LINC02145	Gain	1305
SKCM	AC008875.3	Loss	122
SKCM	LILRB4	Loss	1024
SKCM	CDH23	Loss	1740
SKCM	UBTD1	Loss	439
SKCM	CLEC12A	Gain	7225
SKCM	CLEC12A	Loss	1723
SKCM	KLRC2	Loss	291
SKCM	LINC02446	Loss	291
SKCM	RAB7B	Gain	251
SKCM	IL2RB	Gain	206
SKCM	MBNL1-AS1	Loss	122
SKCM	GPM6A	Loss	121
SKCM	PSTPIP1	Gain	256
SKCM	LBH	Gain	617
SKCM	CD3G	Loss	256
SKCM	AC243829.1	Loss	208
SKCM	ADAMDEC1	Loss	122
SKCM	AC079015.1	Gain	158
SKCM	AL138828.1	Loss	981
SKCM	STX11	Gain	450
SKCM	STX11	Loss	2680
SKCM	TRGC2	Gain	54
SKCM	GIMAP8	Gain	18
SKCM	GIMAP8	Loss	36
SKCM	GIMAP7	Gain	18
SKCM	GIMAP7	Loss	36
SKCM	EGFL7	Loss	938
SKCM	DIPK2B	Gain	938
SKCM	SASH3	Gain	415
SKCM	AL355076.2	Loss	18
SKCM	AC021504.1	Gain	5203
SKCM	ZNF366	Loss	938
SKCM	LINC02147	Loss	541
SKCM	CCNJL	Gain	158
SKCM	HRH2	Loss	341
SKCM	TDRD12	Gain	2104
SKCM	ZNF428	Gain	627
SKCM	BAX	Gain	627
SKCM	LDB3	Gain	891
SKCM	LDB3	Loss	7220
SKCM	AC026356.2	Gain	7895
SKCM	C12orf40	Gain	5331
SKCM	CDK2	Gain	6575
SKCM	TSPAN31	Gain	4413
SKCM	ALX1	Gain	9036
SKCM	AC002070.1	Gain	65
SKCM	MTMR11	Gain	1514
SKCM	SLC30A10	Gain	6092
SKCM	EAF1	Gain	612
SKCM	LIMD1-AS1	Gain	50
SKCM	PSMD6-AS2	Gain	859
SKCM	SOX2	Gain	158
SKCM	SOX2	Loss	227
SKCM	CXCL2	Loss	65
SKCM	C4orf33	Gain	2675
SKCM	GATB	Loss	50
SKCM	CHRM5	Gain	256
SKCM	ADAL	Gain	7984
SKCM	ADAL	Loss	6219
SKCM	TP53I3	Gain	773
SKCM	AGBL5	Gain	423
SKCM	LINC01320	Gain	5989
SKCM	LINC01320	Loss	75
SKCM	AC079352.1	Gain	160
SKCM	CCDC85A	Gain	364
SKCM	AC092567.1	Gain	459
SKCM	TTC31	Gain	527
SKCM	DPP4	Gain	251
SKCM	OSGEPL1	Gain	483
SKCM	HES6	Gain	7898
SKCM	HES6	Loss	75
SKCM	AC026894.1	Gain	1094
SKCM	SYVN1	Gain	541
SKCM	GDPD5	Gain	1305
SKCM	AP002762.2	Gain	773
SKCM	MLX	Gain	3068
SKCM	DUSP3	Gain	3068
SKCM	MRPS7	Gain	6061
SKCM	RNF157	Gain	9629
SKCM	RNF157	Loss	541
SKCM	ST6GALNAC1	Gain	1305
SKCM	SNHG20	Gain	6061
SKCM	LIME1	Loss	315
SKCM	ZNF395	Gain	240
SKCM	AMDHD2	Loss	547
SKCM	CRYM	Loss	3664
SKCM	QPRT	Loss	547
SKCM	STX4	Loss	316
SKCM	HLA-F-AS1	Gain	3609
SKCM	HLA-F-AS1	Loss	615
SKCM	NT5E	Gain	938
SKCM	AL133346.1	Gain	2461
SKCM	AL133346.1	Loss	3966
SKCM	VNN2	Loss	172
SKCM	AL080276.2	Gain	2498
SKCM	AGPAT2	Loss	938
SKCM	RFXAP	Gain	6018
SKCM	SMAD9	Loss	541
SKCM	LINC02334	Gain	4713
SKCM	LINC02334	Loss	208
SKCM	FREM2	Gain	4373
SKCM	FREM2	Loss	1220
SKCM	C14orf119	Gain	6152
SKCM	EXOC3L4	Loss	1984
SKCM	KLHL14	Gain	298
SKCM	TERT	Gain	1305
SKCM	TTTY14	Gain	830
SKCM	TTTY14	Loss	393
SKCM	MKX	Gain	2651
SKCM	MKX	Loss	3568
SKCM	AC023282.1	Loss	541
SKCM	TRHDE	Gain	251
SKCM	KCTD10	Loss	541
SKCM	DNASE1L3	Gain	18
SKCM	BDH2	Loss	612
SKCM	TUBA4A	Gain	181
SKCM	CCL2	Loss	553
SKCM	CDH4	Gain	1332
SKCM	TRPA1	Gain	561
SKCM	ETV1	Gain	12604
SKCM	MAGI2-AS3	Gain	13175
SKCM	FASTK	Gain	2635
SKCM	LRCH2	Gain	803
SKCM	LINC00598	Gain	3634
SKCM	LINC00598	Loss	679
SKCM	ALPK2	Loss	256
SKCM	INSYN2B	Gain	51
SKCM	INSYN2B	Loss	537
SKCM	ZBTB17	Gain	256
SKCM	TRIM62	Gain	1194
SKCM	LINC01705	Gain	5912
SKCM	LINC02505	Gain	220
SKCM	GPLD1	Gain	86
SKCM	RENBP	Gain	670
SKCM	LINC00383	Gain	435
SKCM	LINC00383	Loss	256
SKCM	AL110292.1	Gain	1058
SKCM	RGS17	Gain	3276
SKCM	CAV2	Gain	5964
SKCM	DLL3	Gain	1411
SKCM	HIF3A	Loss	195
SKCM	TROAP	Gain	344
SKCM	PHLDA1	Gain	11210
SKCM	PHLDA1	Loss	541
SKCM	COQ2	Loss	65
SKCM	EMC7	Gain	79
SKCM	ONECUT1	Loss	773
SKCM	LINC01090	Gain	483
SKCM	LINC01090	Loss	165
SKCM	STK11IP	Gain	679
SKCM	NELL1	Gain	3903
SKCM	FAT3	Gain	1305
SKCM	AP001977.1	Gain	773
SKCM	AP001977.1	Loss	1305
SKCM	TMEM104	Gain	7366
SKCM	UBALD2	Gain	6061
SKCM	UBALD2	Loss	541
SKCM	MXRA7	Gain	13229
SKCM	CEP131	Gain	6061
SKCM	FAM85B	Gain	534
SKCM	TUBB2B	Gain	165
SKCM	RRAGD	Gain	4530
SKCM	HS3ST5	Gain	7224
SKCM	HS3ST5	Loss	566
SKCM	ACAT2	Loss	435
SKCM	OR2A1-AS1	Gain	1639
SKCM	ARHGEF5	Gain	1020
SKCM	CU638689.4	Gain	623
SKCM	FAM214B	Gain	341
SKCM	GNG10	Gain	967
SKCM	CERCAM	Gain	312
SKCM	CERCAM	Loss	938
SKCM	RNF6	Gain	7524
SKCM	FAM124A	Gain	1280
SKCM	SPRY2	Gain	5865
SKCM	SPRY2	Loss	679
SKCM	LINC00871	Gain	364
SKCM	LRR1	Gain	5765
SKCM	ABHD12B	Gain	415
SKCM	CDKN3	Gain	364
SKCM	LINC01500	Loss	370
SKCM	STARD4	Gain	169
SKCM	STARD4	Loss	206
SKCM	PTTG1	Gain	158
SKCM	SLCO1C1	Gain	7220
SKCM	C3orf62	Gain	538
SKCM	KDR	Loss	938
SKCM	FURIN	Gain	79
SKCM	FURIN	Loss	462
SKCM	PDE11A	Gain	251
SKCM	SLC19A3	Gain	547
SKCM	IRF7	Gain	541
SKCM	IFI35	Loss	541
SKCM	CCDC200	Loss	122
SKCM	JMJD6	Gain	12938
SKCM	TNRC6C-AS1	Gain	6561
SKCM	SOCS3	Loss	330
SKCM	AL117381.1	Gain	274
SKCM	GATA4	Gain	1094
SKCM	GATA4	Loss	1305
SKCM	CASC19	Gain	7220
SKCM	SLC38A7	Loss	1305
SKCM	NOTCH4	Gain	165
SKCM	ADGRF5	Gain	938
SKCM	ASB4	Gain	435
SKCM	AC002451.1	Gain	2679
SKCM	TRIP6	Gain	2510
SKCM	SHC3	Loss	679
SKCM	CLDN10-AS1	Gain	1514
SKCM	LINC02428	Gain	362
SKCM	LINC02428	Loss	65
SKCM	AC017002.5	Gain	772
SKCM	LINC02577	Gain	415
SKCM	LAMC3	Gain	554
SKCM	CLBA1	Gain	158
SKCM	CLBA1	Loss	6061
SKCM	HPN-AS1	Gain	2739
SKCM	ZNF114	Gain	866
SKCM	GDF11	Gain	656
SKCM	AC099792.1	Gain	2172
SKCM	AC099792.1	Loss	1514
SKCM	MIR137HG	Gain	823
SKCM	LINC01776	Gain	627
SKCM	AL359704.3	Gain	7366
SKCM	LINC01341	Gain	6219
SKCM	KDELR3	Gain	541
SKCM	POLR3H	Gain	7220
SKCM	CCDC39	Gain	50
SKCM	AC093821.1	Gain	2675
SKCM	TENM3-AS1	Loss	348
SKCM	PANTR1	Gain	423
SKCM	POU3F3	Gain	423
SKCM	LINC01885	Gain	161
SKCM	SULT1C2	Gain	283
SKCM	SULT1C2	Loss	1662
SKCM	LINC01191	Gain	1231
SKCM	AQP11	Gain	1305
SKCM	ITGB3	Loss	886
SKCM	AATK	Gain	14992
SKCM	AATK	Loss	251
SKCM	AL079338.1	Gain	274
SKCM	LZTS1	Gain	1503
SKCM	LZTS1	Loss	14744
SKCM	AC090809.1	Loss	7220
SKCM	AC136431.1	Loss	1235
SKCM	LGSN	Gain	1514
SKCM	AL356277.3	Gain	4259
SKCM	GSDME	Gain	10466
SKCM	AC002074.1	Gain	1726
SKCM	COL26A1	Gain	18
SKCM	LHFPL3	Gain	24099
SKCM	AC058791.1	Gain	730
SKCM	AC009542.1	Gain	730
SKCM	CHPF2	Gain	996
SKCM	BX664727.3	Gain	623
SKCM	SLITRK2	Gain	158
SKCM	SLC25A30	Gain	1058
SKCM	ARG2	Loss	679
SKCM	LAMA1	Gain	6394
SKCM	AC091946.1	Gain	1514
SKCM	RAB3C	Loss	938
SKCM	IGFL4	Gain	627
SKCM	HOGA1	Gain	547
SKCM	CPN1	Gain	705
SKCM	CPN1	Loss	5611
SKCM	AC079949.3	Loss	291
SKCM	SLC25A44	Gain	6219
SKCM	PLCXD2	Gain	415
SKCM	TF	Gain	859
SKCM	BCHE	Gain	5664
SKCM	BCHE	Loss	706
SKCM	LINC02484	Gain	220
SKCM	LIPC	Gain	50
SKCM	LIPC	Loss	773
SKCM	CTXND1	Gain	265
SKCM	CTXND1	Loss	227
SKCM	AC018467.1	Gain	2180
SKCM	PCYOX1	Gain	227
SKCM	DEPDC7	Gain	679
SKCM	SIAE	Gain	773
SKCM	PCTP	Gain	7366
SKCM	FGL1	Gain	730
SKCM	ALDH5A1	Gain	86
SKCM	ALDH8A1	Loss	247
SKCM	ARL4A	Gain	6219
SKCM	POU6F2	Gain	54
SKCM	ABCB4	Gain	8496
SKCM	RUNDC3B	Gain	1431
SKCM	AC016831.1	Gain	208
SKCM	BAAT	Loss	679
SKCM	B4GALT6	Gain	9033
SKCM	AC008467.1	Loss	206
SKCM	TICAM2	Loss	206
SKCM	SPRY4	Gain	158
SKCM	SPRY4	Loss	2169
SKCM	AC132803.1	Loss	1150
SKCM	SH3TC2	Gain	209
SKCM	SH3TC2-DT	Gain	209
SKCM	SH3TC2-DT	Loss	1021
SKCM	PRKCQ-AS1	Loss	554
SKCM	LINC01612	Loss	547
SKCM	EHD1	Gain	797
SKCM	AL445123.2	Gain	703
SKCM	ARSE	Gain	479
SKCM	AL353660.1	Loss	256
SKCM	GAS6-AS1	Gain	1305
SKCM	GRK6	Loss	122
SKCM	LINC02388	Gain	496
SKCM	SHISAL2A	Gain	140
SKCM	ALAS1	Gain	435
SKCM	SLC38A11	Gain	697
SKCM	CD3E	Loss	256
SKCM	KCNE1	Gain	623
SKCM	LINC02802	Gain	1654
SKCM	PITX2	Loss	7220
SKCM	LINC01118	Gain	1514
SKCM	RGPD5	Gain	423
SKCM	AC017074.1	Gain	1231
SKCM	MYO7A	Loss	86
SKCM	AC090204.1	Gain	240
SKCM	AC090204.1	Loss	7678
SKCM	SND1-IT1	Gain	1961
SKCM	BMS1P14	Loss	679
SKCM	ZNF449	Gain	244
SKCM	CCDC192	Gain	984
SKCM	RPS4Y1	Gain	6891
SKCM	RPS4Y1	Loss	393
SKCM	LINC00278	Gain	6891
SKCM	LINC00278	Loss	393
SKCM	PRKY	Gain	6891
SKCM	PRKY	Loss	393
SKCM	USP9Y	Gain	6891
SKCM	USP9Y	Loss	393
SKCM	DDX3Y	Gain	830
SKCM	DDX3Y	Loss	393
SKCM	UTY	Gain	6891
SKCM	UTY	Loss	393
SKCM	KDM5D	Gain	830
SKCM	KDM5D	Loss	393
SKCM	TTTY10	Gain	489
SKCM	TTTY10	Loss	393
SKCM	NPTX2	Gain	730
SKCM	LINC01949	Loss	541
SKCM	ZFY	Gain	830
SKCM	ZFY	Loss	393
SKCM	MYADM	Gain	627
SKCM	LILRB3	Loss	251
SKCM	FGR	Gain	257
SKCM	SDC3	Gain	1633
SKCM	SDC3	Loss	1514
SKCM	AMPD2	Gain	706
SKCM	NLRP3	Gain	21
SKCM	TIGIT	Gain	415
SKCM	AC037198.1	Gain	260
SKCM	TBC1D10C	Loss	208
SKCM	AMZ2	Gain	10434
SKCM	CD93	Gain	165
SKCM	SLA2	Gain	170
SKCM	SLA2	Loss	261
SKCM	EGR3	Gain	679
SKCM	EGR3	Loss	6219
SKCM	ITGAD	Loss	21
SKCM	SMPDL3A	Gain	2353
SKCM	SMPDL3A	Loss	1781
SKCM	MYO1G	Gain	54
SKCM	RGCC	Gain	1745
SKCM	RGCC	Loss	208
SKCM	IGHD	Loss	18
SKCM	GZMK	Loss	415
SKCM	PCDH15	Loss	435
SKCM	ALPL	Gain	65
SKCM	CNTN6	Gain	316
SKCM	AC092691.1	Gain	113
SKCM	AC246817.1	Loss	122
SKCM	LINC01170	Gain	1237
SKCM	LINC01170	Loss	1514
SKCM	ADAMTS14	Loss	8205
SKCM	LINC01375	Gain	891
SKCM	CDK4	Gain	984
SKCM	LINC02456	Gain	172
SKCM	ALDH4A1	Gain	256
SKCM	OPRD1	Gain	541
SKCM	NFIA-AS2	Gain	867
SKCM	FMN2	Gain	14890
SKCM	SYNPR	Gain	2373
SKCM	AC073365.1	Gain	6557
SKCM	MRFAP1	Loss	541
SKCM	ZFAND2B	Gain	547
SKCM	CHPF	Gain	831
SKCM	ITM2C	Gain	773
SKCM	AC104383.2	Gain	7220
SKCM	ARL2	Gain	541
SKCM	PLEKHB1	Loss	1514
SKCM	SLC35B1	Gain	2706
SKCM	TBX2	Gain	7810
SKCM	BIRC5	Gain	6061
SKCM	AC139530.1	Gain	6061
SKCM	DYNLRB1	Gain	165
SKCM	PLCG1-AS1	Gain	170
SKCM	LINC01524	Gain	170
SKCM	AC104958.1	Gain	240
SKCM	LINC01622	Gain	165
SKCM	DGKB	Gain	195
SKCM	AC073333.1	Gain	6219
SKCM	DNAJB9	Gain	730
SKCM	POU4F1	Gain	296
SKCM	LINC02691	Loss	311
SKCM	GDNF-AS1	Gain	3254
SKCM	GDNF-AS1	Loss	1617
SKCM	GDNF	Gain	1740
SKCM	GDNF	Loss	679
SKCM	PHLDA2	Gain	541
SKCM	AP1S1	Gain	996
SKCM	MGAT4C	Gain	679
SKCM	PLK3	Gain	938
SKCM	AC097512.1	Gain	256
SKCM	AC093607.1	Gain	256
SKCM	AC012368.1	Gain	50
SKCM	OPRM1	Loss	1583
SKCM	TRPC4	Gain	435
SKCM	AC010609.1	Loss	122
SKCM	AC025419.1	Gain	362
SKCM	C11orf24	Gain	306
SKCM	AC006972.1	Gain	183
SKCM	ZSCAN25	Gain	1188
SKCM	JCAD	Loss	938
SKCM	NCKAP5L	Gain	656
SKCM	ITGA7	Gain	3429
SKCM	C12orf66	Gain	4526
SKCM	KDM2B-DT	Loss	423
SKCM	ICMT	Gain	706
SKCM	MRPS15	Gain	938
SKCM	NRAS	Gain	706
SKCM	GLMP	Gain	9720
SKCM	NOL12	Gain	7220
SKCM	LINC00698	Gain	435
SKCM	RPL34-AS1	Gain	2225
SKCM	RPL34-AS1	Loss	50
SKCM	BMF	Gain	211
SKCM	NDUFAF1	Gain	7220
SKCM	VPS33B	Gain	161
SKCM	VAX2	Gain	183
SKCM	NEMP2	Gain	441
SKCM	NEMP2	Loss	165
SKCM	RETREG2	Gain	831
SKCM	PAX3	Gain	5074
SKCM	PAX3	Loss	75
SKCM	MRPL44	Gain	2421
SKCM	TMEM9B	Gain	541
SKCM	FADS3	Gain	797
SKCM	TUT1	Gain	256
SKCM	BACE1	Gain	1256
SKCM	CAVIN1	Loss	541
SKCM	VAT1	Gain	3068
SKCM	PCSK2	Loss	85
SKCM	CSMD3	Gain	143
SKCM	MMP15	Loss	773
SKCM	GUCA1B	Gain	2810
SKCM	AL035587.1	Gain	7220
SKCM	MRPL2	Gain	392
SKCM	PAQR8	Gain	7220
SKCM	C6orf120	Gain	6219
SKCM	ZSCAN21	Gain	730
SKCM	LINC02476	Gain	436
SKCM	GATD3B	Gain	773
SKCM	TYRP1	Gain	15889
SKCM	TYRP1	Loss	1305
SKCM	N4BP2L2-IT2	Gain	1305
SKCM	AL354809.1	Gain	1514
SKCM	AL359706.1	Gain	296
SKCM	AL359706.1	Loss	256
SKCM	AL390800.1	Gain	1754
SKCM	LINC02234	Loss	541
SKCM	TBL1Y	Gain	51
SKCM	NLGN4Y	Gain	6891
SKCM	NLGN4Y	Loss	393
SKCM	EIF1AY	Gain	170
SKCM	EIF1AY	Loss	86
SKCM	LINC02785	Gain	321
SKCM	AC131237.1	Gain	1128
SKCM	PLEKHO2	Gain	236
SKCM	RELT	Loss	208
SKCM	SCIMP	Loss	50
SKCM	AC243829.4	Loss	208
SKCM	SLC31A2	Loss	86
SKCM	CYSLTR2	Loss	935
SKCM	F2R	Gain	545
SKCM	F2R	Loss	1188
SKCM	DOK3	Loss	122
SKCM	TMEM236	Loss	984
SKCM	LINC02397	Gain	18
SKCM	FCRL3	Gain	172
SKCM	FCRL3	Loss	291
SKCM	LINC00926	Gain	18
SKCM	STARD5	Gain	256
SKCM	RMDN2-AS1	Gain	256
SKCM	LINC02576	Gain	50
SKCM	CASP1	Gain	2244
SKCM	CASP1	Loss	208
SKCM	HTR4	Loss	122
SKCM	ITIH5	Loss	679
SKCM	DDIT3	Gain	4422
SKCM	LINC02408	Gain	341
SKCM	LINC01762	Gain	864
SKCM	RGS5	Gain	7733
SKCM	KIF21B	Gain	18
SKCM	AL162595.1	Gain	6061
SKCM	CBX7	Gain	206
SKCM	AC010978.1	Gain	423
SKCM	AC011092.3	Gain	679
SKCM	AC100763.1	Gain	679
SKCM	C11orf96	Gain	1532
SKCM	USP35	Gain	1305
SKCM	ADGRA2	Gain	1013
SKCM	AC099314.1	Loss	1514
SKCM	SPDYE5	Gain	679
SKCM	LRCH4	Gain	458
SKCM	ARHGEF35	Gain	1020
SKCM	NOL6	Gain	341
SKCM	ASB9	Gain	1514
SKCM	AL732509.1	Gain	938
SKCM	BGN	Gain	244
SKCM	LACC1	Gain	5
SKCM	AL161430.1	Loss	256
SKCM	AC091906.1	Loss	436
SKCM	LINC02160	Gain	435
SKCM	AC010737.1	Loss	251
SKCM	KLRC1	Loss	291
SKCM	AL450352.1	Gain	18
SKCM	CR1L	Gain	211
SKCM	TLR10	Loss	18
SKCM	AC114760.2	Loss	4
SKCM	AC090791.1	Gain	21
SKCM	CD5	Loss	208
SKCM	STAR	Loss	234
SKCM	COLEC10	Gain	21
SKCM	AC023824.3	Loss	1305
SKCM	PKD1L1	Gain	6463
SKCM	INSL6	Loss	208
SKCM	AL589645.1	Gain	312
SKCM	AL445255.1	Gain	1305
SKCM	LINC02220	Gain	21
SKCM	FGF1	Gain	158
SKCM	FGF1	Loss	541
SKCM	CLEC11A	Gain	627
SKCM	SSC5D	Gain	627
SKCM	LINC00702	Loss	541
SKCM	FAM13C	Loss	706
SKCM	ZNF365	Loss	2680
SKCM	MFAP2	Gain	541
SKCM	CTSK	Gain	3501
SKCM	CTSK	Loss	291
SKCM	LINC01655	Gain	679
SKCM	CCDC36	Gain	6028
SKCM	ISLR	Gain	79
SKCM	ISLR	Loss	227
SKCM	ADAMTS7	Gain	79
SKCM	ADAMTS7	Loss	227
SKCM	EMILIN1	Gain	423
SKCM	RFX8	Gain	650
SKCM	MCAM	Gain	773
SKCM	MCAM	Loss	4342
SKCM	ANGPTL2	Loss	541
SKCM	AC090125.1	Gain	1305
SKCM	EGFLAM	Gain	435
SKCM	COL13A1	Loss	306
SKCM	PEA15	Gain	165
SKCM	ADAMTS4	Gain	312
SKCM	AC018682.1	Gain	3130
SKCM	MIR22HG	Loss	251
SKCM	RNF122	Loss	7220
SKCM	CDH5	Loss	773
SKCM	JAM2	Gain	938
SKCM	PDLIM4	Loss	541
SKCM	MMRN2	Loss	306
SKCM	AC090673.1	Gain	679
SKCM	AGTRAP	Gain	706
SKCM	MED8	Gain	938
SKCM	PHLDA3	Gain	7118
SKCM	USH2A	Gain	2680
SKCM	AL035681.1	Gain	7378
SKCM	KCNIP3	Gain	1514
SKCM	FLACC1	Gain	423
SKCM	FLACC1	Loss	75
SKCM	CD44-AS1	Gain	415
SKCM	COMMD9	Gain	996
SKCM	KCTD21	Gain	1305
SKCM	CNP	Loss	541
SKCM	TTYH2	Gain	10236
SKCM	SLC25A19	Gain	1305
SKCM	AC015802.6	Gain	13229
SKCM	PDLIM2	Gain	773
SKCM	UBXN8	Gain	773
SKCM	TUBB2A	Gain	165
SKCM	CPNE5	Gain	215
SKCM	LINC01010	Gain	397
SKCM	LINC01010	Loss	1583
SKCM	CT69	Loss	1411
SKCM	SPDYE1	Gain	6949
SKCM	GJB2	Gain	1514
SKCM	FRMD6-AS1	Gain	364
SKCM	SEMA6B	Gain	165
SKCM	PCAT19	Gain	627
SKCM	AC007785.1	Loss	773
SKCM	EIF3I	Gain	706
SKCM	TIE1	Gain	938
SKCM	AL139294.1	Gain	1539
SKCM	PLPPR4	Loss	415
SKCM	SELE	Gain	360
SKCM	SELE	Loss	79
SKCM	HLX	Gain	1514
SKCM	SLC39A13	Gain	773
SKCM	ESAM	Gain	773
SKCM	ROBO4	Gain	773
SKCM	MEOX1	Loss	541
SKCM	LINC01483	Gain	1305
SKCM	THBD	Gain	165
SKCM	AC025280.3	Loss	251
SKCM	GABRR2	Gain	3908
SKCM	TCAF2	Gain	619
SKCM	TEK	Loss	541
SKCM	SRPX	Gain	2764
SKCM	SRPX	Loss	452
SKCM	AC008957.2	Gain	435
SKCM	LINC01358	Gain	122
SKCM	AC006547.1	Gain	158
SKCM	AC112487.1	Gain	6092
SKCM	TRPM1	Gain	21347
SKCM	TRPM1	Loss	351
SKCM	CSPG4	Gain	335
SKCM	CSPG4	Loss	2810
SKCM	AP005436.1	Gain	6248
SKCM	AP005436.1	Loss	5769
SKCM	AP002383.2	Gain	655
SKCM	SLC5A10	Gain	1899
SKCM	GM2A	Loss	122
SKCM	AC044781.1	Loss	984
SKCM	C10orf90	Gain	741
SKCM	C10orf90	Loss	3959
SKCM	AC007317.2	Gain	1514
SKCM	AC106845.1	Gain	1632
SKCM	KCNU1	Loss	1459
SKCM	AL096794.1	Loss	172
SKCM	ANKRD20A1	Gain	623
SKCM	AL512634.1	Loss	1411
SKCM	TMEM173	Loss	306
SKCM	ARHGAP26-AS1	Loss	480
SKCM	PSG8	Gain	1411
SKCM	CPEB1	Gain	603
SKCM	AC022973.3	Gain	122
SKCM	MAP3K12	Gain	656
SKCM	PTCH2	Gain	938
SKCM	AC099788.1	Gain	627
SKCM	ZRANB2-AS1	Gain	1661
SKCM	NGF	Gain	706
SKCM	AL024495.1	Gain	541
SKCM	SYNGR1	Gain	15385
SKCM	ENTHD1	Gain	364
SKCM	PHF5A	Gain	7220
SKCM	DIRC3-AS1	Loss	75
SKCM	FAM66B	Gain	364
SKCM	HEY1	Gain	4791
SKCM	AL390774.2	Loss	208
SKCM	IL26	Gain	172
SKCM	RHOG	Gain	541
SKCM	LAT	Loss	191
SKCM	TSPAN33	Gain	18
SKCM	AC005050.3	Gain	3798
SKCM	EML3	Gain	541
SKCM	CCL21	Loss	541
SKCM	AL136171.2	Gain	6634
SKCM	CYGB	Gain	1305
SKCM	LINC02492	Gain	21
SKCM	AL139042.1	Loss	319
SKCM	ABCB5	Gain	13594
SKCM	AC106744.1	Gain	21
SKCM	UBXN6	Gain	392
SKCM	RBM42	Gain	165
SKCM	BCKDHA	Gain	627
SKCM	ALDH16A1	Gain	627
SKCM	TSEN34	Gain	627
SKCM	ISOC2	Gain	627
SKCM	CDKN2C	Gain	627
SKCM	POLR3GL	Gain	5083
SKCM	MRPS14	Gain	6061
SKCM	AC012020.1	Gain	933
SKCM	DNAJB2	Gain	679
SKCM	MRPL17	Gain	541
SKCM	LINC01606	Loss	1305
SKCM	POLR2J	Gain	996
SKCM	ATP6V1F	Gain	996
SKCM	SUMO3	Gain	706
SKCM	STOML2	Gain	341
SKCM	FAM30A	Loss	274
SKCM	SLC27A3	Gain	6219
SKCM	LYPD1	Gain	848
SKCM	LYPD1	Loss	6017
SKCM	AP003400.1	Gain	4414
SKCM	AP003400.1	Loss	6057
SKCM	BUD31	Gain	996
SKCM	AC099517.1	Gain	176
SKCM	ROR1-AS1	Gain	4103
SKCM	TRMT12	Gain	7220
SKCM	KIF6	Gain	500
SKCM	LINC00641	Gain	1506
SKCM	ZNF749	Gain	242
SKCM	CRTAC1	Gain	547
SKCM	CRTAC1	Loss	854
SKCM	LOXL4	Gain	547
SKCM	LOXL4	Loss	854
SKCM	KIAA1614	Gain	2010
SKCM	HYAL2	Loss	706
SKCM	LIMS2	Gain	773
SKCM	DMRTA1	Loss	679
